Time,AmbientTemp,ChamberTemp,Battery
42,35.5119467559918,5.64384925934052,97.4798086184107
43,30.0594236585645,5.24920968046583,97.4166562226012
44,31.5174663269713,5.09162395092707,97.3625363546421
45,34.0239823384332,5.88690398152854,97.2798964224174
46,32.9209848119883,5.53930704136653,97.2156973984427
47,32.967240572426,5.30721929578759,97.1460941275243
48,32.3590566363546,5.35273707959457,97.0854246624977
49,35.5186063916741,5.39185139913874,97.0188738097636
50,31.1576411241236,5.39487396776957,96.9609164845517
51,31.3804260827115,5.38204400875081,96.8991018298835
52,34.1988829102258,5.20450002562277,96.8244313231968
53,36.6068435658313,5.24767242758998,96.7674952597033
54,31.9578727382466,5.0808100512163,96.7158738862417
55,35.0055983671064,5.27459415796139,96.6579427909787
56,32.8028680789084,5.13439344548291,96.595235049443
57,33.2305830976911,5.16119077765163,96.5406273318557
58,34.5455367658881,5.06064465789069,96.4671483650668
59,33.833484343117,5.01256623748109,96.4061212439775
60,31.5995733093693,5.07109014862499,96.3611296486066
61,34.0652775133777,4.86233462105706,96.2954260509967
62,37.0192638888891,4.78529425944409,96.2441519729232
63,34.8187443132824,5.16140798109316,96.176005264535
64,36.3694227803662,4.90818069089689,96.1130632036451
65,34.4070059131163,5.26282836321237,96.0503648285252
66,30.4868728754261,5.24334496880689,95.9851722850871
67,34.1209304672091,5.22000168429509,95.9104777983278
68,33.0189369796047,5.39747192958695,95.8541495025365
69,33.531159242854,4.93841830763564,95.7982621432185
70,34.8951647965168,5.06447539741374,95.7499355718643
71,32.7109897552803,5.33352259392629,95.692456819954
72,34.9713391472899,5.52758674819026,95.6249221765498
73,35.6998701907685,5.33538827085892,95.5428402845493
74,35.3886528124508,5.19187486613236,95.4706545005939
75,34.2005860440024,5.52961039828564,95.4112143600167
76,33.9954666962649,5.40718674725398,95.330182594098
77,34.4034500209962,5.74514130259223,95.2628809707735
78,33.0151660863426,5.39576016914494,95.1939795333538
79,34.0871232578461,4.82376916869636,95.1407319067376
80,34.2613571828995,5.34185044562075,95.0842318478212
81,35.4910424590985,5.16098451316012,95.0159309970881
82,33.8908983280465,5.11516770028261,94.9506173387362
83,34.7855717418041,5.33758058723206,94.8891227135072
84,34.8322001199909,5.32119849366359,94.8617847007836
85,33.8497516760556,5.53878124416033,94.7965347088444
86,34.0356842783932,5.04271565898165,94.7309000547759
87,33.8498510149135,5.05551101082804,94.683458969113
88,35.5711888341179,4.9889952328394,94.6267555097324
89,34.1793085888933,5.28857828749497,94.5583892856254
90,32.8169871707612,5.09006742833938,94.4982722914534
91,32.8350626882012,4.84314716744204,94.4403429781021
92,34.3063275320614,4.90423535566535,94.3767131218134
93,32.7101958906694,4.6162548301516,94.3293674365319
94,33.129568105252,4.58783836012504,94.2639858968148
95,32.7742342183485,4.90770245120696,94.2156242819998
96,31.6601228166757,5.00609217324748,94.1622166024165
97,34.2537736092775,4.94049632265801,94.1086274741616
98,32.8566885151307,5.08940083561569,94.0396942472279
99,34.6596224749068,5.24670524566696,93.9786150620693
100,34.8381361956234,5.22046412686332,93.9280708240627
101,34.8496754714897,5.5725619168941,93.8759658275975
102,31.2216837662863,5.4661293232871,93.8125037285086
103,33.6949357774822,5.26628646803813,93.7538723577549
104,35.0000032276481,5.10726925587103,93.6939788893653
105,35.3145735641303,4.99177157131981,93.6425588140826
106,34.1529821323493,5.24591710199822,93.5931397367868
107,33.260293399221,4.60031684984828,93.5500311914797
108,33.4160877202097,5.12472296194092,93.4870356810896
109,34.4099078442572,5.15520306721338,93.4340698572448
110,33.1525259183916,5.03528490928998,93.379147115547
111,32.4557065826193,4.68774803769011,93.3192274082913
112,31.41979482265,4.88076998529391,93.2587212935183
113,33.5341050680594,5.0227713635857,93.1946426230205
114,32.7498434096919,4.96667904113614,93.1237789468682
115,34.144575665315,4.92369845656373,93.0584071048503
116,34.1202141907227,5.23243396955418,92.9823387503777
117,33.1067380554808,5.22731077663631,92.9401928054694
118,31.1802643760476,5.44406035906939,92.8767494080687
119,33.0991799977777,5.25498585667126,92.8146978531757
120,33.46905746065,4.9193017763154,92.7646135967521
121,33.0804688708196,5.12542282642558,92.7126114915169
122,30.1689198019283,5.17395191124015,92.6527906221889
123,32.6210168291178,4.92667657443603,92.5945759260794
124,31.8076229476671,4.64305939395834,92.5339606449816
125,31.8199495799387,4.41343747571656,92.4818444901938
126,33.4431361306892,4.36061584984828,92.4088489077424
127,31.2914313562117,4.64046317992366,92.3522243638716
128,31.2079522369959,4.72114977839516,92.3128129927395
129,32.441379665954,4.90084974348422,92.2379821957031
130,31.2679598697561,5.15531893398723,92.1720127842904
131,30.8326092042427,4.6941509949959,92.1179979346747
132,31.3204616141455,4.72625739486865,92.050471965225
133,32.8207493500822,4.75557825888816,91.9925111427759
134,29.0443727501351,5.43009821075616,91.9385830113181
135,31.6672417723162,5.33892693569579,91.897744850235
136,30.425668962468,4.70063659465337,91.8273617036031
137,30.4742083348847,4.63537211648913,91.766951769529
138,30.8938230988295,4.66851067748399,91.6903601800922
139,28.8930766488409,4.66431553611039,91.6307649112261
140,32.0218416406104,5.11873753362941,91.5688742980857
141,32.0483926495192,5.30585330154368,91.5056158235301
142,28.7457669266463,5.10562626845432,91.4420634555433
143,29.9612457240585,5.2942426947878,91.3844097347263
144,30.1233263013517,5.19640071824173,91.3202793784374
145,28.9826050302628,5.24117407297705,91.2550929595306
146,31.0646620280169,5.20653578004197,91.2055611943891
147,30.1013663173605,5.29141378651997,91.1538932188437
148,28.0846824430981,5.16122509161338,91.0893581108826
149,30.2981329030911,5.28675540826284,91.0343151272164
150,28.6567413507176,4.86557639233176,90.9989922711999
151,30.0715099963781,5.03819114844559,90.9390913408001
152,28.1317937702667,4.80319983355462,90.8967887076987
153,29.9229419832713,5.25310705311301,90.8364069295956
154,26.8070478146269,5.06787600729878,90.7756319279
155,27.8745265339951,5.12615043148972,90.7065363139731
156,28.579785345949,5.16704132440057,90.6477418639102
157,27.628680666313,4.89848906706947,90.601273403025
158,26.9823987535507,4.93828347174574,90.5263149892004
159,26.221889072926,5.09805943895065,90.4740690196545
160,26.438280423277,4.9149739300296,90.4173218850579
161,28.5082738192082,4.64934631041935,90.353204775499
162,27.3055082191513,4.62599612876973,90.2857733882212
163,26.7731847241956,4.42186346681451,90.2339366339873
164,27.0088580684715,4.57674716363316,90.1610020234854
165,26.3994990155577,4.51918121289208,90.1047733890335
166,24.8167545994454,4.71162481221185,90.0383170626639
167,25.8749901766422,4.55645134896061,89.9849912327507
168,27.7703975136048,4.76317835959597,89.9148563814366
169,24.8291125142947,5.06491722237205,89.833365861131
170,26.8569622016087,4.77244101749581,89.7734818220185
171,27.4648434738938,4.69070899062214,89.713030318584
172,25.2080742775232,4.67655636511893,89.6633154030866
173,24.9465531801466,4.93949821163042,89.6035366120132
174,26.6803041763206,5.08471187948685,89.5398605711724
175,27.0643930760292,4.97982895779259,89.4793959237476
176,27.8656271748575,4.93992776183006,89.4025579496455
177,25.1736286651372,4.81444814675573,89.3482192306984
178,25.9822840184446,4.88454579181183,89.2900800113195
179,24.6456196633152,4.81265092630407,89.2196784337851
180,24.5564783049723,5.07592448429811,89.1545700924499
